"code","name","offName","alias","localName","zone","address","nearestStations","trackType","lat","lng","priority","type","updatedOnNum"
"NLD","Nalanda","NALANDA","","","2","Phone - 06112-281485, NH ;-120, Distt ;-Nalanda PIN ;- 801303, Bihar","NLD:0,DPNR:3,MH:3,SILO:5,POE:6,KHDH:7,TNGI:8,SDPH:9,RGD:11,BEHS:12,SOW:15,DKR:17,NKPU:19,APP:19,RRE:20,IMBG:23,","2","25.12275","85.46321","4","0","0"
"PQE","Pawapuri Road","PAWAPURI ROAD","","","2","Distt Nalanda, Bihar","PQE:0,POE:0,TNGI:2,DPNR:3,NLD:6,BEHS:6,MH:9,SOW:9,DKR:11,SILO:11,APP:13,KHDH:13,RRE:14,SDPH:15,RGD:17,IMBG:17,WENA:20,NRSI:20,MUHI:22,BADH:24,HRT:25,NKPU:25,","12","25.1598","85.5123","2","0","0"
"BEHS","Bihar Sharif Jn","BIHAR SHARIF","","Odantpuri","2","Off NH - 33, Bihar Sharif, Dist.- Nalanda , Pin - 803101, Phone - 06112-222306, Bihar","BEHS:0,SOW:3,TNGI:4,DKR:5,POE:6,APP:7,RRE:8,DPNR:9,IMBG:11,NLD:12,NRSI:14,WENA:14,MH:15,MUHI:16,SILO:17,BADH:18,KHDH:19,HRT:19,SDPH:21,CNDI:22,KHUH:23,RGD:23,RUKH:24,","2","25.20311","85.53947","4","1","1755410589"
"GAYA","Gaya Jn","GAYA JN","","","2","Railway Station Rd, Jagdeo Nagar, Gol Bagicha, Gaya, Bihar, Pincode - 823002  ; Phone no. - 0631-2220283, Bihar","GAYA:0,SICY:3,MPO:5,KSTA:8,CKH:10,PMI:12,BNF:12,OREH:14,PRY:15,NYM:15,KRJR:16,TKN:20,KLNA:20,BELA:20,GRRU:21,WZJ:23,BBHT:23,NERH:24,","3","24.80422","84.99942","8","1","1578139977"
"AUBR","Anugraha Narayan Road","ANUGRAHA N ROAD","","Jamhaur","2","chichmhi, station road Jamhor, Aurangabad, Bihar — 824121, Bihar","AUBR:0,CPBH:5,DKMN:7,PES:9,SEB:11,BHKH:13,DOS:17,BCJ:19,JHN:20,PHE:22,DORD:24,","3","24.8559","84.32995","5","0","1578139977"
"DOS","Dehri On Sone","DEHRI ON SONE","","","2","Railway Station Rd, Jakhi Bigha, Off SH 15, Dehri On Sone, District: Rohtas. Pin: 821307. Phone: 06184-253154., Bihar","DOS:0,PHE:5,SEB:6,KWD:10,CPBH:12,BCJ:14,AUBR:17,SSM:18,ANH:23,DKMN:24,","4","24.91451","84.18652","6","0","1674549953"
"SSM","Sasaram Jn","SASARAM","","","2","Old G.T Road, Near Gandhi Marg, Sasaram; District Rohtas ; Pincode;821115 ; Tel no. ;06184-222051, Bihar","SSM:0,KMGE:8,KWD:8,BMHT:12,PHE:13,SSG:13,DOS:18,KVD:19,GNK:20,SEB:24,KTQ:25,","4","24.95659","84.01971","6","1","1674550315"
"BBU","Bhabua Road","BHABUA ROAD","Babua Road","Mohania","2","Mohania, Bhabua, Pincode; 821109, Tel; 06187-222222, Distt; Kaimur, Bihar","BBU:0,MTGE:5,DGO:9,PSE:13,DCX:14,KMS:21,KTQ:22,","4","25.172807","83.619661","6","0","1569860395"
"SRNT","Sarnath","SARNATH","","","6","Station Rd, Chiraigaon, Varanasi, Uttar Pradesh","SRNT:0,BCY:7,KEI:9,BSB:10,KDQ:10,BSBS:14,SOP:16,BHLP:16,LOT:16,RJI:17,SARR:20,AVCD:21,HDT:21,VYN:21,BRPT:22,BHBV:25,ARJ:25,","3","25.375917","83.032653","4","0","0"
"BWR","Barwa Sagar","BARWA SAGAR","","","5","Dani Pura, Madhya Pradesh, PIN 284201, Uttar Pradesh","BWR:0,NEW:9,ORC:11,MGRR:13,TKA:21,VGLJ:22,","3","25.35184","78.73248","4","0","0"
"NEW","Niwari","NIVARI","nivari","","5","Niwari Railway Station Rd, Siddha Toriya, PIN - 472442, Dist. - Niwari, Madhya Pradesh","NEW:0,MGRR:4,BWR:9,TKA:12,ORC:20,RNRD:23,","3","25.3282","78.82047","4","0","0"
"BTX","Bela Tal","BELA TAL","","","5","Kulpahar Sub-Distt., Mahoba Distt., Uttar Pradesh","BTX:0,KLAR:8,GTI:12,CRC:19,HPP:23,","3","25.27646","79.55433","4","0","0"
"KLAR","Kulpahar","KULPAHAR","","","5","Mohan Tal Rd, Kulpahar, Uttar Pradesh","KLAR:0,BTX:8,CRC:11,GTI:20,MBA:22,","3","25.29498","79.6362","4","0","0"
"KHU","Khurhand","KHURHAND","","","5","Station road, Khurhand,  NH -76 distt.- Banda, Uttar Pradesh","KHU:0,DWI:9,ATE:13,BNDA:19,BUS:21,","11","25.36548","80.47896","2","0","0"
"BTKP","Bharat Kup","BHARAT KUP","Barat Kup","","5","Bharat Kup railway station  NH- 76 Chitrakoot, Uttar Pradesh","BTKP:0,SWC:7,BUS:13,CKTD:16,KHOH:21,ATE:21,","11","25.215816","80.771525","2","0","0"
"DBR","Dabhaura","DABHAURA","","","5","SH-9, Dabhaura, Tehsil-Jawa, District-Rewa, Pincode-486556., Madhya Pradesh","DBR:0,KTDD:10,PNHI:11,BRG:15,MJHR:22,MKP:23,","3","25.11815","81.30336","4","0","0"
"BRG","Bargarh","BARGARH","","","5","Station Rd, Tehsil-Mau, District-Chitrakoot, Pincode-210208., Uttar Pradesh","BRG:0,KTDD:5,MJHR:7,DBR:15,SRJ:17,","3","25.16411","81.4497","2","0","0"
"SRJ","Shankargarh","SHANKARGARH","","","5","Station Rd, Tehsil-Bara, District-Prayagraj, Pincode-212108., Uttar Pradesh","SRJ:0,MJHR:10,LOG:10,MFX:16,BRG:17,KTDD:22,JSR:22,","3","25.18065","81.61396","4","0","0"
"PLP","Phulpur","PHULPUR","","","9","Ismailganj, Phulpur Dist. Prayagraj PIN 212402, Uttar Pradesh","PLP:0,URPR:9,SYC:11,BYHA:14,THW:18,PFMA:22,JNH:23,PFM:24,PFMB:24,","3","25.55192","82.09117","4","0","0"
"URPR","Ugrasenpur","UGRASENPUR","","","9","Barna - Janghai Road, Ugrsenpur Urf Bibipur, District Prayagraj - 212 405, Uttar Pradesh","URPR:0,BYHA:5,PLP:9,JNH:14,SQN:19,SYC:20,JUA:23,NBP:24,","3","25.56819","82.17068","2","0","0"
"JNH","Janghai Jn","JANGHAI JN","","","9","off. NH 731B, Janghai, District Jaunpur - 222 165, Uttar Pradesh","JNH:0,SQN:5,JUA:9,BYHA:9,NBP:10,URPR:14,SAW:15,BSE:17,BSY:17,MOF:22,VNN:22,SWS:23,PLP:23,","3","25.54997","82.31041","5","1","0"
"SAW","Suriawan","SURIAWAN","","","9","Station Road, Suriawan, District Bhadohi 221404, Uttar Pradesh","SAW:0,MOF:7,SQN:10,JNH:15,BOY:16,JUA:24,PRF:24,BYHA:24,NBP:25,","3","25.461532","82.423953","4","0","0"
"DLK","Dalkhola","DALKOLHA","","","8","NH 34, Farsara, Dalkhola ,Pin-733201, Dist - Uttar Dinajpur, West Bengal","DLK:0,SJKL:7,TETA:8,AHL:11,KKA:15,SUD:17,HWR:20,SJGM:21,","3","25.8737","87.839","4","0","0"
"TETA","Telta","TELTA","","","8","State Highway 65, Rupauli ,Telta , Pin - , 854317, Dist - Katihar, Bihar","TETA:0,AHL:3,DLK:8,SUD:9,SJGM:13,SJKL:15,BOE:21,KKA:23,MFA:25,DHNA:25,","3","25.800607","87.842881","4","0","0"
"SUD","Sudhani","SUDHANI","","","8","State Highway 65, Malaur, PIN - 854317, Dist - Katihar, Bihar","SUD:0,SJGM:4,AHL:6,TETA:9,BOE:12,MFA:16,DHNA:16,DLK:17,BWPB:21,SRI:21,KAU:23,SJKL:24,MENP:25,AZR:25,","3","25.727589","87.879356","4","0","0"
"AZR","Azamnagar Road","AZAMNAGAR ROAD","","","8","Barhat, Azamnagar, PIN - 855113, Dist - Katihar, Bihar","AZR:0,BWPB:4,KMPH:5,KWE:8,MFA:9,BAHN:11,BOE:13,SRI:14,KDPR:15,DVJ:17,DHNA:17,MENP:18,JAU:20,SJGM:21,LAV:21,HCR:22,KAU:24,BHNP:24,SUD:25,","3","25.556","87.85274","4","0","0"
"KWE","Khurial","KHURIAL","","","8","Khurial, Dist - Katihar, Bihar","KWE:0,BAHN:3,KMPH:3,KDPR:7,AZR:8,DVJ:9,BWPB:12,LAV:13,HCR:14,MFA:17,PQD:18,MQG:19,SAJH:21,BOE:21,SRI:22,BKRD:24,DHNA:25,KUQ:25,","3","25.49075","87.82693","2","0","0"
"LAV","Labha","LABHA","","","8","National Highway 81 , Labha , Dist : Katihar, Bihar","LAV:0,DVJ:3,PQD:5,KDPR:6,SAJH:8,BAHN:10,KUQ:12,KWE:13,HCR:13,KMPH:16,MIYN:17,MQG:18,AZR:21,KIR:23,BKRD:23,BWPB:25,","11","25.4402","87.7437","4","0","0"
"SMO","Semapur","SEMAPUR","","","2","National Highway 81, Katihar, Bihar","SMO:0,CRR:11,KIR:12,MIYN:18,BKHR:18,DLF:18,DNQ:21,MNS:21,KUQ:23,SIHT:23,GRR:24,KRMP:25,","3","25.52511","87.4698","4","0","0"
"KTRH","Katareah","KATAREAH","Katariya Katriya Kataria Katria","","2","NH31,rangiya,katareah,Dist;-Bhagalpur, Bihar","KTRH:0,BNPR:6,KUE:8,NNA:11,SIHT:13,BKHR:18,KHQ:19,BIGH:22,CRR:25,","3","25.39996","87.19627","4","0","0"
"NNR","Narayanpur","NARAYANPUR","","","2","*North Side :- Station Road, *South Side :- Bari Masjid Road, Sihpur East, Dist.-Bhagalpur, Pin - 853203, Bihar","NNR:0,BRKB:6,THB:7,BIGH:12,PSR:12,KHQ:15,GAI:21,NNA:23,MSK:25,","3","25.39767","86.85936","4","0","0"
"MSK","Maheshkhunt","MAHES KHUNT","","","2","Station Road, Near Durga Temple, Maheshkhunt, Distt.- Khagaria, PIN - 851213,  Tel:- 06245-266220, Bihar","MSK:0,GAI:4,CDBN:5,MNE:10,PSR:13,BHB:16,KGG:19,BRKB:19,DHT:21,FNO:24,NNR:25,","3","25.46091","86.6415","4","0","0"
"LKN","Lakhminia","LAKHMINIA","","Ballia","2","NH-31, Ballia Bazar, Distt.;- Begusarai, Pin-851211, Bihar","LKN:0,DPL:5,SANH:6,SKJ:9,LAK:10,SBDP:14,UMNR:15,BGS:18,MGR:21,KGG:22,SHHT:22,TIL:25,","3","25.42611","86.30992","4","0","0"
"BKG","Banka Ghat","BANKA GHAT","","","2","Tilllak Nagar, kothiya, Bihar 800009, Bihar","BKG:0,DDGJ:3,PNC:6,FUT:6,BCYN:8,GZH:9,XGN:10,HDE:11,MCY:11,NARD:12,RJPB:13,DNWH:14,KOO:15,DHWN:15,PNBE:16,SGYW:16,SCY:18,MJM:18,DYW:20,KWO:21,SLNG:21,PRBZ:22,PWS:22,LHNA:23,SMBH:23,LUBA:24,DGBH:24,KAMA:25,TKBG:25,","3","25.546859","85.273661","4","0","0"
"PWS","Phulwari Sharif","PHULWARI SHARIF","","","2","Haroon Nagar, Phulwari Sharif, Dist. - Patna. Pin - 801505, Bihar","PWS:0,SCY:4,DNR:4,PNBE:6,PPTA:6,RJPB:9,DGBH:9,NEO:10,PRBZ:12,GZH:13,GNHI:13,RSMN:16,PNC:16,SDE:17,BPGJ:17,PNUG:18,DDGJ:19,PPN:19,PATL:20,SEE:21,JTDM:21,PMU:22,BTA:22,BKG:22,PFT:24,","3","25.58666","85.08063","4","1","1564260364"
"GLPT","Goalpara Town","GOALPARA TOWN","","","8","Goalpara  Station, Bhalukdubi, Pin - 783121, Dist - Goalpara, Assam","GLPT:0,PNVT:8,KRNI:9,JPZ:18,DDNI:21,","3","26.12712","90.620618","5","0","0"
"DLO","Dalgaon","DALGAON","","","8","NH - 31 , Birpara , Ph:03563-266013 , Dist : Alipurduar, West Bengal","DLO:0,MJE:6,BNV:9,BNQ:15,MDT:15,HSA:25,","2","26.714414","89.137203","4","0","1685017732"
"TKR","Takari","TAKARI","","","1","Takari - 415313, Maharashtra","TKR:0,BVNR:6,KOV:8,SNE:14,ANQ:15,BVQ:22,","3","17.1299","74.3636","2","0","0"
"KUD","Kudachi","KUDACHI","","","13","Kudchi, Karnataka","KUD:0,UGR:6,CNC:7,SED:16,RBG:17,VJR:25,","3","16.624355","74.858513","4","0","1584369676"
"LWR","Alnavar Jn","ALNAVAR JN","","","13","Jn. Points LD/UBL/AVA State Highway 93, Alnavar - 581103, Karnataka","LWR:0,TVG:9,KBI:12,DEV:21,MGD:23,","3","15.42441","74.73827","4","1","1615213694"
"DRU","Kadur Jn","KADUR","","","13","Jn. Points - RRB/ASK/CMGR, Railway Station Road, Kadur, Karnataka","DRU:0,BLKR:6,RRB:6,BLHI:9,NVF:16,SPV:16,SHYP:17,VNR:17,KRNH:21,BVR:23,AJP:24,","3","13.55027","76.00837","5","1","0"
"GMO","NSCB Jn Gomoh","NSC BOSE J GOMO","","","2","Off. Topchanchi - Bokaro Road, Loco Bazar Main Road, Gomoh, Dhanbad - 828 401, Jharkhand","GMO:0,BLME:5,RIBP:6,KARO:6,TELO:9,MRQ:10,NMG:10,KNF:11,NPJE:15,KHRI:15,PLJE:16,CRP:17,PNME:18,MHQ:20,KTH:20,SZE:20,DNH:21,DDGA:21,RJB:21,TET:21,CEME:22,SJA:23,BHME:24,JNNA:24,BZS:24,JNN:25,","3","23.87171","86.15271","6","1","1699215075"
"PNME","Parasnath","PARASNATH","","","2","Isri Bazar, District - Giridih, Pin - 825167, Jharkhand","PNME:0,CEME:4,NMG:8,CDB:9,KRMB:13,BLME:13,CCK:17,GMO:18,GRBH:22,RIBP:24,KARO:24,","3","23.98795","86.03763","5","0","0"
"KQR","Koderma Jn","KODERMA JN","Kodarma Jhoomri Jhumri Talaya Talaiya Talayya","Jhumri Telaiya","2","[Ph. 06534-222410] Off. Ranchi - Patna Road (NH 20), Station Road, Jhumri Telaiya, Koderma - 825 409, Jharkhand","KQR:0,LRB:4,PADH:8,HRE:9,GJD:10,KQRT:10,LBZ:12,UWAN:14,SMND:17,DLW:17,YDD:20,MHSA:20,NGY:23,BRHI:23,BSCP:24,","3","24.43452","85.52879","6","1","1725082461"
"KID","Khairar Jn","KHAIRAR JN","","Khairada","5","Junction Point BNDA/VGLB/BZM  NH-76 Banda-210001, Uttar Pradesh","KID:0,MTH:9,ICL:10,BNDA:11,AKW:18,DWI:21,KBR:21,","11","25.452118","80.236157","4","1","1609794531"
"MYS","Mysuru Jn","MYSURU JN","","Mysore","13","[Tel No 0821-2521751] Railway Station Road, Medar Block, Yadavagiri, Mysuru - 570 020, Karnataka","MYS:0,CMJ:3,AP:5,NHY:8,BLGA:11,KJS:14,S:15,KDO:16,PANP:19,TXM:19,KLYH:21,CGKR:23,SJPM:23,STE:25,NTW:25,","3","12.316801","76.645079","7","1","1715539999"
"S","Shrirangapattana","SHRIRANGAPATNA","shrirangapatna sriranga","","13","Mandya District,PIN:571438, Karnataka","S:0,PANP:4,NHY:7,CGKR:8,BDRL:13,MYS:15,CMJ:18,AP:20,BLGA:21,Y:22,KJS:24,","3","12.42505","76.6781","4","0","0"
"PANP","Pandavapura","PANDAVAPURA","","","13","Kennalu, Mandya District, Pincode-571435, Karnataka","PANP:0,CGKR:4,S:4,BDRL:9,NHY:11,Y:18,MYS:19,CMJ:22,AP:24,BLGA:25,","3","12.46531","76.68132","4","0","0"
"MYA","Mandya","MANDYA","","","13","Railway Station Rd, SH 17 (Mysore Rd), Near Silver Jubilee Park, Petebeedhi, District: Mandya. Pin: 571401., Karnataka","MYA:0,Y:8,HNK:10,BDRL:17,MAD:19,CGKR:22,NZH:24,","3","12.52916","76.89717","5","0","0"
"MAD","Maddur","MADDUR","","","13","Shivapura, Mandya District - 571429, Karnataka","MAD:0,NZH:5,HNK:9,SET:12,CPT:18,MYA:19,","3","12.60484","77.04957","4","0","0"
"CPT","Channapatna","CHANNAPATNA","","","13","Phone-080-27251343, Channapatna - 562160, Karnataka","CPT:0,SET:6,RMGM:12,NZH:13,MAD:18,KHLL:19,","3","12.65943","77.20381","4","0","0"
"RMGM","Ramanagaram","RAMANAGARAM","","Closepet","13","Ramanagaram, District - Ramanagar. Pincode - 562159., Karnataka","RMGM:0,KHLL:7,CPT:12,BID:14,SET:18,HJL:21,NZH:25,","3","12.72079","77.28395","5","0","0"
"BID","Bidadi","BIDADI","","","13","SH 17, Bengaluru-Mysuru Highway, Gollarapalya, Bidadi - 562109, Karnataka","BID:0,KHLL:7,HJL:7,RMGM:14,KGI:18,GNB:21,NYH:23,KNDV:25,","3","12.8005","77.39019","4","0","0"
"KGI","Kengeri","KENGERI","","","13","Railway Parallel Rd, Stage II, Kengeri Satellite Town, Bengaluru. Pincode - 560060., Karnataka","KGI:0,GNB:3,NYH:5,KNDV:7,HJL:11,SBC:12,MWM:15,BNC:16,YPR:18,BID:18,BNCE:19,BAND:20,YPRA:20,SMVB:21,BYPY:22,LOGH:22,BYPA:23,BPHI:23,BYPL:23,CSDR:24,KDGH:25,KJM:25,HEB:25,KHLL:25,","3","12.91763","77.48387","5","0","1565385990"
"SEO","Seohara","SEOHARA","","","9","Station Rd, Seohara, Tehsil-Dhampur, District-Bijnor, Pincode-246746., Uttar Pradesh","SEO:0,CAJ:7,MWE:10,DPR:14,KNT:16,HBW:19,PNI:25,MTB:25,","3","29.20462","78.5805","4","0","0"
"CDG","Chandigarh Jn","CHANDIGARH","","","9","Daria, Chandigarh - 160101, Chandigarh","CDG:0,CNDM:9,GHG:11,SASN:11,DHPR:22,KLK:25,","3","30.70249","76.8221","6","1","1643098576"
"CPA","Kanpur Anwarganj","KANPUR ANWRGANJ","Ganj","","5","off GT Road (NH 34), Anwarganj, KANPUR-208 003, Uttar Pradesh","CPA:0,CNB:2,GOY:2,CNBI:5,RPO:5,CPB:6,PNKD:10,KAP:10,BZM:12,CHK:12,MGW:13,RXM:16,MDA:17,BNAR:18,SIRA:19,ON:20,BPU:21,SSL:23,RPGU:23,KTRR:25,BRT:25,CBR:25,","2","26.455818","80.328015","5","0","0"
"KGA","Khaga","KHAGA","","","5","Khaga, Fatehpur, Uttar Pradesh","KGA:0,KTCE:7,SNIE:8,KUW:13,RUB:15,ASCE:18,FYZ:24,SRO:25,","3","25.76237","81.10126","4","0","0"
"SRO","Sirathu","SIRATHU","","","5","MDR 26B, Sirathu, Uttar Pradesh","SRO:0,ASCE:7,SJT:9,KUW:12,BDNP:16,KTCE:18,BRE:20,KGA:25,","3","25.64872","81.32012","4","0","1569862484"
"BRE","Bharwari","BHARWARI","Barwari","","5","Purani Bazar, Bharwari PIN 212201, Uttar Pradesh","BRE:0,BDNP:4,MNJ:8,SJT:11,SYWN:15,MRE:19,SRO:20,","3","25.55949","81.49109","4","0","1582402240"
"ALY","Allahabad City","ALLAHABAD CITY","Rambagh","Rambagh","6","Rambagh,South Malaka, Behrana Road Prayagraj 211003, Uttar Pradesh","ALY:0,PRRB:0,PRYJ:3,DRGJ:3,PYGS:3,PRG:6,JI:7,SFG:7,NYN:10,LKJN:11,PCOI:12,PFM:12,BMU:12,PFMA:14,PFMB:14,SPGL:17,THW:18,SWE:18,RTR:18,IDGJ:19,MRE:21,KCN:21,DLPR:24,SYWN:25,JSR:25,SYC:25,","12","25.440336","81.851152","2","0","1582467263"
"HDK","Handia Khas","HANDIA KHAS","","","6","NH-2, GT Road, Tehsil-Handia, District-Prayagraj, Pincode-221503., Uttar Pradesh","HDK:0,SDC:7,BYH:8,ATRR:12,JGG:17,RTR:18,SJGH:19,","3","25.35667","82.19136","4","0","0"
"GYN","Gyanpur Road","GYANPUR ROAD","","Gopiganj","6","Station Road, Gopiganj, District Bhadohi, 221303, Uttar Pradesh","GYN:0,ALMW:5,SJGH:7,AHM:8,JGG:9,MBS:13,ATRR:14,BYH:18,KFK:21,","3","25.27971","82.42766","5","0","1600623233"
"MBS","Madhosingh","MADHOSINGH","","","6","Bhaidpur, Madho Singh, District Bhadohi , Pin - 221301, Uttar Pradesh","MBS:0,AHM:5,KFK:8,ALMW:8,GYN:13,KWH:15,NTU:20,SJGH:20,JGG:22,BRWH:24,","3","25.24984","82.55176","4","0","1600623233"
"BHLP","Bhulanpur","BHULANPUR","Bulanpur","","6","Central market DLW, Bhullanpur, Varanasi,, Uttar Pradesh","BHLP:0,BSBS:2,HDT:5,BSB:6,LOT:8,BCY:9,SOP:10,RTB:11,KEI:11,BRPT:16,SRNT:16,BRWH:17,VYN:17,CHH:18,BHBV:21,NTU:21,NEWC:23,AVCD:23,BTP:23,DDU:24,SWPR:25,","3","25.28753","82.95686","4","0","1733224605"
"MUV","Manduadih","MANDUADIH","","Banaras","6","BLW Road, Manduadih, Varanasi, Pin - 221103, Uttar Pradesh","MUV:0,BSBS:0,BHLP:2,BSB:4,LOT:6,BCY:7,HDT:7,SOP:8,KEI:9,RTB:13,BRPT:14,SRNT:14,VYN:15,CHH:16,BHBV:19,BRWH:19,BTP:21,NEWC:21,AVCD:21,DDU:22,SWPR:23,NTU:23,KDQ:24,JEP:24,","12","25.300024","82.971944","0","12","1623389532"
"BCY","Varanasi City","VARANASI CITY","","City","6","Alipura, Varanasi,Pin;221001, Uttar Pradesh","BCY:0,KEI:2,BSB:3,BSBS:7,SRNT:7,VYN:8,SOP:9,LOT:9,BHLP:9,BHBV:12,NEWC:14,AVCD:14,HDT:14,BRPT:15,DDU:15,KDQ:17,JEP:17,CHH:19,MGSO:19,RTB:20,GAQ:20,BTP:22,EOCM:22,NPBR:23,KCA:24,RJI:24,","3","25.334772","83.014598","5","0","0"
"ARJ","Aunrihar Jn","AUNRIHAR JN","","","6","Jn Pt. BSB/MAU/GCT/JNU, Aurihar Khurd, District - Ghazipur. Pincode - 233221., Uttar Pradesh","ARJ:0,SYH:5,SARR:5,FRDH:6,RJI:8,MHO:9,DDNA:11,TRN:13,KDQ:15,BSCK:17,SDT:19,DHE:21,NDJ:22,HMPR:24,SRNT:25,","3","25.54494","83.18789","6","1","1638381668"
"DLR","Dullahapur","DULLAHAPUR","","","6","Off. NH 124D & SH 67, Dullahapur Railway Station Road, Dullahapur, District Ghazipur - 275 202, Uttar Pradesh","DLR:0,NAKD:4,JKN:8,PPH:10,HMPR:13,PNRA:15,SDT:18,MAU:21,","3","25.800662","83.423855","4","0","1569863401"
"MAU","Mau Jn","MAU JN","","","6","Railway Line Road, Railway Colony, Mau, Uttar Pradesh 275101, Uttar Pradesh","MAU:0,PNRA:6,PLGH:7,IAA:8,PPH:11,KRT:12,CKYD:14,HLP:15,KPJ:15,NAKD:17,MMA:21,DLR:21,KER:21,RTP:23,","3","25.939194","83.563895","6","1","1569863513"
"IAA","Indara Jn","INDARA JN","","","6","Mau-Majhwara Rd, Tehsil-Maunath Bhanjan, District-Mau, Pincode-275102., Uttar Pradesh","IAA:0,CKYD:6,HLP:7,KPJ:7,MAU:8,KER:13,PNRA:14,PLGH:15,RTP:15,GSI:18,PPH:19,RJMP:20,GOX:20,KRT:20,NAKD:25,","3","25.987046","83.618313","4","1","1644838162"
"BLTR","Belthara Road","BELTHARA ROAD","","","6","Railway Station Road, Belthara, District Ballia - 221 715, Uttar Pradesh","BLTR:0,TTI:7,GOX:7,LRD:13,KER:14,CKYD:21,SRU:23,","3","26.12081","83.84141","4","0","0"
"LRD","Lar Road","LAR ROAD","","","6","Lar Rd, Tehsil-Salempur, District-Deoria, Pincode-274505., Uttar Pradesh","LRD:0,TTI:6,SRU:10,BLTR:13,DRBR:15,POKL:15,GOX:20,BTT:20,STZ:21,NNPR:25,","11","26.2132","83.9102","4","0","0"
"SRU","Salempur Jn","SALEMPUR JN","Selam","","6","Railway Station Rd, Salempur, District-Deoria, Pincode-274509., Uttar Pradesh","SRU:0,DRBR:5,POKL:5,LRD:10,BTT:10,STZ:11,NNPR:15,TTI:16,SSGR:16,NRA:17,BHJ:20,BHTR:23,BLTR:23,AHLR:25,","11","26.29784","83.92365","4","1","0"
"SANR","Sardarnagar","SARDARNAGAR","","","6","Sardarnagar, SH 1, Gorakhpur - Deoria Highway, Distt.- Gorakhpur, Pin - 273202, Uttar Pradesh","SANR:0,CC:6,KHM:6,GKC:15,GB:15,GKP:19,UNLA:22,DMG:23,BALR:24,JEA:24,","3","26.67401","83.54534","2","0","0"
"KHM","Kusmhi","KUSMHI","","","6","Station Road, Kusmahi, Ramnagar Kajraha, Gorakhpur Bypass, Gorakhpur, 273202, Uttar Pradesh","KHM:0,SANR:6,GKC:9,CC:12,GKP:13,UNLA:16,DMG:17,JEA:18,GB:21,MIM:23,JTB:24,PPC:24,","4","26.70035","83.49516","2","0","0"
"YG","Yadgir","YADGIR","","","10","State Highway 16, Yadgir - 585202, Karnataka","YG:0,LGRE:10,TGDE:10,SPHL:19,SADP:23,","3","16.7439","77.13001","5","0","1561740493"
"SADP","Saidapur","SAIDAPUR","narayanpet road","","10","SH 51,Narayan Pet Rd ,Saidapur, Yadgir Dist. - 585221, Karnataka","SADP:0,CGTA:11,LGRE:13,KSN:20,YG:23,YDLP:23,","3","16.57068","77.24973","4","0","1561740493"
"YA","Yerraguntla Jn","YERRAGUNTLA JN","","","10","Yerraguntla Road, Yerraguntla, District YSR Kadapa - 516 309, Andhra Pradesh","YA:0,YGD:7,KMH:7,PRDT:14,MOO:16,KKM:16,GPY:23,","3","14.64329","78.53386","5","1","1598106327"
"RJP","Razampeta","RAZAMPETA","","","10","Railway Station Rd., Rajampet, Annamayya District, Pin- 516115, Andhra Pradesh","RJP:0,HAQ:5,PMT:9,NRE:11,MMPL:18,OBVP:20,","3","14.185153","79.152836","5","0","0"
"KOU","Koduru","KODURU","","Railway Kodur","10","Railway Station Rd., Vinayaka Nagar, Koduru, Annamaiah(Rayachoti) Dist., Pin- 516101, Andhra Pradesh","KOU:0,ANE:7,SF:10,OBVP:13,BLPE:17,PMT:24,","3","13.9489","79.3459","4","0","0"
"PER","Perambur","PERAMBUR","","","14","Perambur High Rd, Perambur, District - Chennai. Pin - 600011. Ph. No: 044-25510359, Tamil Nadu","PER:0,PCW:0,VJM:1,PEW:2,BBQ:3,KOK:4,WST:4,VLK:4,MASS:5,MPK:5,TNP:5,MAS:5,RPM:5,MSB:6,MS:6,MSF:6,KOTR:6,VOC:6,PVM:8,MSC:8,TVT:8,NBK:10,ABU:10,WCN:11,MKK:11,TMVL:12,MBM:13,ANNR:13,KAVM:14,SP:15,ENR:15,AVD:15,GDY:17,HC:18,PAB:19,STM:19,AIPP:20,PZA:21,NEC:22,AIP:22,MN:22,TI:23,NPKM:23,TLM:23,PV:25,MJR:25,","14","13.1076","80.2446","6","0","0"
"JOC","Joychandi Pahar Jn","JOYCHANDI PAHAR","","","12","Adra Circle (Adra Joychandipahar Raghunathpur Road) Dist - Purulia, Pin-723121, Ph 03251-244229, West Bengal","JOC:0,ADAW:3,ADRA:4,BERO:6,GRB:6,SNKR:7,MYX:9,RKI:11,ANR:13,RUI:15,IBL:15,MDF:16,BGA:19,SRJM:22,MDKD:23,SNTD:23,","15","23.51699","86.68121","4","1","1565441289"
"PRR","Purulia Jn","PURULIA JN","","","12","Station Rd, Namopara, Rathtalla, Purulia City, Pin - 723103, Ph - 03252-202202, Dist - Purulia, West Bengal","PRR:0,TAO:7,CHRA:7,KSU:12,KTD:15,GTD:15,BGA:20,CAS:22,URMA:24,","15","23.325599","86.378404","5","1","0"
